"admUnitFourId","name","area","admUnitThreeId"
40011479,"Shibpur Union ",3556,"400114"
40013410,"Bahirdia Mansa Union ",3884,"400134"
40013421,"Betaga Union ",4558,"400134"
40013431,"Fakirhat Union ",6279,"400134"
40013442,"Lakhpur Union ",4577,"400134"
40013452,"Mulghar Union ",4603,"400134"
40013463,"Naldha Maubhog Union ",3640,"400134"
40013473,"Piljanga Union ",5741,"400134"
40013484,"Subhadia Union ",5929,"400134"
40013815,"Badhal Union ",5246,"400138"
40013828,"Dhopakhali Union ",3134,"400138"
40013838,"Gazalia Union ",4943,"400138"
40013847,"Gopalpur Union ",3317,"400138"
40013857,"Kachua Union ",3732,"400138"
40013866,"Maghia Union ",4908,"400138"
40013876,"Rari Para Union ",5227,"400138"
40015617,"Atjuri Union ",6690,"400156"
40015628,"Chunkhola Union ",5417,"400156"
40015638,"Gangni Union ",3833,"400156"
40015647,"Gaola Union ",10138,"400156"
40015676,"Kodalia Union ",7619,"400156"
40015685,"Kulia Union ",4308,"400156"
40015695,"Udaypur Union ",6442,"400156"
40015802,"Ward No-02 ",NA,"400158"
40015803,"Ward No-03 ",NA,"400158"
40015804,"Ward No-04 ",NA,"400158"
40015805,"Ward No-05 ",NA,"400158"
40015806,"Ward No-06 ",NA,"400158"
40015807,"Ward No-07 ",NA,"400158"
40015808,"Ward No-08 ",NA,"400158"
40015809,"Ward No-09 ",NA,"400158"
40015823,"Chandpi Union ",5077,"400158"
40015827,"Burirdanga Union ",7143,"400158"
40015829,"Chila Union ",7452,"400158"
40015859,"Mithakhali Union ",8506,"400158"
40015883,"Suniltala Union ",3819,"400158"
40015889,"Sundarban Union ",8782,"400158"
40016001,"Ward No-01 ",NA,"400160"
40016002,"Ward No-02 ",NA,"400160"
40016003,"Ward No-03 ",NA,"400160"
40016004,"Ward No-04 ",NA,"400160"
40016005,"Ward No-05 ",NA,"400160"
40016006,"Ward No-06 ",NA,"400160"
40016007,"Ward No-07 ",NA,"400160"
40016008,"Ward No-08 ",NA,"400160"
40016009,"Ward No-09 ",NA,"400160"
40016010,"Baharbunia Union ",7706,"400160"
40016011,"Balaibunia Union ",3648,"400160"
40016017,"Banagram Union ",4336,"400160"
40016023,"Baraikhali Union ",6947,"400160"
40016029,"Chingrakhali Union ",5496,"400160"
40016035,"Daibagnyahati Union ",5499,"400160"
40016041,"Hoglabunia Union ",6884,"400160"
40016047,"Hogla Pasha Union ",4414,"400160"
40016053,"Jiudhara Union ",12417,"400160"
40016059,"Khuolia Union ",10364,"400160"
40016065,"Morrelganj Union ",3947,"400160"
40016071,"Nishanbaria Union ",11963,"400160"
40016077,"Panchakaran Union ",6949,"400160"
40016083,"Putikhali Union ",5522,"400160"
40016089,"Ramchandrapur Union ",6104,"400160"
40016095,"Teligati Union ",4902,"400160"
40017310,"Baintala Union ",8506,"400173"
40017311,"Banshtali Union ",5475,"400173"
40017317,"Bhojpatia Union ",5695,"400173"
40017341,"Gaurambha Union ",8250,"400173"
40017347,"Hurka Union ",4363,"400173"
40017353,"Malliker Ber Union ",6671,"400173"
40017371,"Perikhali Union ",5225,"400173"
40017377,"Rajnagar Union ",5960,"400173"
40017383,"Rampal Union ",8895,"400173"
40017394,"Ujalkur Union ",7744,"400173"
40017719,"Dhansagar Union ",8646,"400177"
40017738,"Khontakata Union ",9638,"400177"
40017757,"Royenda Union ",9854,"400177"
40017776,"Dakhin Khali Union ",9036,"400177"
40017797,"Sharankhola Range ",146925,"400177"
40441401,"Ward No-01 ",0,"404414"
40441402,"Ward No-02 ",0,"404414"
40441403,"Ward No-03 ",0,"404414"
40441404,"Ward No-04 ",0,"404414"
40441405,"Ward No-05 ",0,"404414"
40441406,"Ward No-06 ",0,"404414"
40441407,"Ward No-07 ",0,"404414"
40441408,"Ward No-08 ",0,"404414"
40441409,"Ward No-09 ",0,"404414"
40441410,"Bhayna Union ",6097,"404414"
40441421,"Chandpur Union ",8366,"404414"
40441431,"Daulatpur Union ",6765,"404414"
40441442,"Phalsi Union ",3275,"404414"
40441452,"Joradaha Union ",3505,"404414"
40441463,"Kapashati Union ",9090,"404414"
40441473,"Raghunathpur Union ",7233,"404414"
40441484,"Taherhuda Union ",6316,"404414"
40441901,"Ward No-01 ",0,"404419"
40441902,"Ward No-02 ",0,"404419"
40441903,"Ward No-03 ",0,"404419"
40441904,"Ward No-04 ",0,"404419"
40441905,"Ward No-05 ",0,"404419"
40441906,"Ward No-06 ",0,"404419"
40441907,"Ward No-07 ",0,"404419"
40441908,"Ward No-08 ",0,"404419"
40441909,"Ward No-09 ",0,"404419"
40441911,"Dogachhi Union ",4502,"404419"
40441913,"Fursandi Union ",7016,"404419"
40441915,"Ganna Union ",8659,"404419"
40441921,"Ghorshal Union ",6685,"404419"
40441926,"Halidhani Union ",5014,"404419"
40441931,"Harishankarpur Union ",6666,"404419"
40441942,"Kalicharanpur Union ",4180,"404419"
40441947,"Kumrabaria Union ",6079,"404419"
40441952,"Madhuhati Union ",9127,"404419"
40441958,"Moharajpur Union ",8763,"404419"
40441963,"Naldanga Union ",8398,"404419"
40441968,"Padmakar Union ",4308,"404419"
40441973,"Paglakanai Union ",3561,"404419"
40441979,"Porahati Union ",8174,"404419"
40441984,"Saganna Union ",4881,"404419"
40441989,"Sadhuhati Union ",6218,"404419"
40441994,"Surat Union ",4144,"404419"
40443301,"Ward No-01 ",0,"404433"
40443302,"Ward No-02 ",0,"404433"
40443303,"Ward No-03 ",0,"404433"
40443304,"Ward No-04 ",0,"404433"
40443305,"Ward No-05 ",0,"404433"
40443306,"Ward No-06 ",0,"404433"
40443307,"Ward No-07 ",0,"404433"
40443308,"Ward No-08 ",0,"404433"
40443309,"Ward No-09 ",0,"404433"
40443310,"Bara Bazar Union ",8682,"404433"
40443320,"Jamal Union ",6355,"404433"
40443333,"Sundarpur Durgapur Union ",5279,"404433"
40443340,"Kashtabhanga Union ",6255,"404433"
40443347,"Kola Union ",8028,"404433"
40443354,"Maliat Union ",5770,"404433"
40443361,"Niamatpur Union ",5464,"404433"
40443374,"Roygram Union ",6938,"404433"
40443381,"Rakhalgachhi Union ",8223,"404433"
40443388,"Simla Rokonpur Union ",4182,"404433"
40443394,"Trilochanpur Union ",7548,"404433"
40444201,"Ward No-01 ",0,"404442"
40444202,"Ward No-02 ",0,"404442"
40444203,"Ward No-03 ",0,"404442"
40444204,"Ward No-04 ",0,"404442"
40444205,"Ward No-05 ",0,"404442"
40444206,"Ward No-06 ",0,"404442"
40444207,"Ward No-07 ",0,"404442"
40444208,"Ward No-08 ",0,"404442"
40444209,"Ward No-09 ",0,"404442"
40444213,"Baluhar Union ",6671,"404442"
40444227,"Dora Union ",9164,"404442"
40444240,"Elangi Union ",6339,"404442"
40444267,"Kushna Union ",7761,"404442"
40444281,"Sabdalpur Union ",6584,"404442"
40447101,"Ward No-01 ",0,"404471"
40447102,"Ward No-02 ",0,"404471"
40447103,"Ward No-03 ",0,"404471"
40447104,"Ward No-04 ",0,"404471"
40447105,"Ward No-05 ",0,"404471"
40447106,"Ward No-06 ",0,"404471"
40447107,"Ward No-07 ",0,"404471"
40447108,"Ward No-08 ",0,"404471"
40447109,"Ward No-09 ",0,"404471"
40447110,"Azampur Union ",7458,"404471"
40447111,"Banshbaria Union ",9159,"404471"
40447117,"Fatehpur Union ",7204,"404471"
40447123,"Jadabpur Union ",9664,"404471"
40447129,"Kazirber Union ",9366,"404471"
40447135,"Manderbari Union ",9047,"404471"
40447153,"Natima Union ",9040,"404471"
40447159,"Nepa Union ",8490,"404471"
40447165,"Pantha Para Union ",6599,"404471"
40447177,"Shyamkur Union ",8312,"404471"
40447183,"S.B.K Union ",5638,"404471"
40447189,"Swaruppur Union ",8022,"404471"
40448001,"Ward No-01 ",0,"404480"
40448002,"Ward No-02 ",0,"404480"
40448003,"Ward No-03 ",0,"404480"
40448004,"Ward No-04 ",0,"404480"
40448005,"Ward No-05 ",0,"404480"
40448006,"Ward No-06 ",0,"404480"
40448007,"Ward No-07 ",0,"404480"
40448008,"Ward No-08 ",0,"404480"
40448009,"Ward No-09 ",0,"404480"
40448010,"Abaipur Union ",5446,"404480"
40448012,"Bagura Union ",5939,"404480"
40448018,"Dhalhara Chandra Union ",6477,"404480"
40448025,"Dignagar Union ",4937,"404480"
40448031,"Dudhsar Union ",7069,"404480"
40448037,"Manoharpur Union ",4976,"404480"
40448044,"Fulhari Union ",5195,"404480"
40448050,"Hakimpur Union ",5671,"404480"
40448056,"Kancherkol Union ",5295,"404480"
40448063,"Mirzapur Union ",8618,"404480"
40448069,"Nityanandapur Union ",8081,"404480"
40448075,"Sarutia Union ",6652,"404480"
40448088,"Tribeni Union ",4750,"404480"
40448094,"Umedpur Union ",8002,"404480"
40471211,"Amirpur Union ",4593,"404712"
40471223,"Baliadanga Union ",4839,"404712"
40471235,"Batiaghata Union ",8535,"404712"
40471247,"Bhanderkote Union ",6966,"404712"
40471259,"Gangarampur Union ",9271,"404712"
40471271,"Jalma Union ",12934,"404712"
40471283,"Surkhali Union ",10986,"404712"
40471701,"Ward No-01 ",NA,"404717"
40471702,"Ward No-02 ",NA,"404717"
40471703,"Ward No-03 ",NA,"404717"
40471704,"Ward No-04 ",NA,"404717"
40471705,"Ward No-05 ",NA,"404717"
40471706,"Ward No-06 ",NA,"404717"
40471707,"Ward No-07 ",NA,"404717"
40471708,"Ward No-08 ",NA,"404717"
40471709,"Ward No-09 ",NA,"404717"
40471710,"Bajua Union ",14054,"404717"
40471713,"Banishanta Union ",56749,"404717"
40471721,"Laudubi Union ",3613,"404717"
40471742,"Dacope Union ",4329,"404717"
40471752,"Kailasganj Union ",7744,"404717"
40471763,"Kamarkhola Union ",10214,"404717"
40471769,"Pankhali Union ",9099,"404717"
40471773,"Sutarkhali Union ",112059,"404717"
40471784,"Tildanga Union ",24526,"404717"
40471797,"Khulna Range Union ",197438,"404717"
40472101,"Ward No-01 ",NA,"404721"
40472102,"Ward No-02 (Part) ",NA,"404721"
40472103,"Ward No-03 ",NA,"404721"
40472104,"Ward No-04 ",NA,"404721"
40472105,"Ward No-05 ",NA,"404721"
40472106,"Ward No-06 ",NA,"404721"
40472110,"Aranghata Union ",NA,"404721"
40473011,"Atlia Union ",9220,"404730"
40473013,"Bhandar Para Union ",8726,"404730"
40473020,"Dhamalia Union ",5753,"404730"
40473027,"Dumuria Union ",4624,"404730"
40473033,"Gutudia Union ",14120,"404730"
40473040,"Kharnia Union ",5160,"404730"
40473047,"Magurkhali Union ",9911,"404730"
40473054,"Maguraghona Union ",4891,"404730"
40473061,"Raghunathpur Union ",8764,"404730"
40473067,"Rangpur Union ",8960,"404730"
40473074,"Rudaghara Union ",7100,"404730"
40473081,"Sahas Union ",6172,"404730"
40473088,"Sarappur Union ",5615,"404730"
40473094,"Sovna Union ",10972,"404730"
40474017,"Barakpur Union ",6083,"404740"
40474057,"Dighalia Union ",3835,"404740"
40474066,"Gazir Hat Union ",6512,"404740"
40474085,"Senhati Union ",2639,"404740"
40474507,"Ward No-07 ",NA,"404745"
40474508,"Ward No-08 ",NA,"404745"
40474509,"Ward No-09 ",NA,"404745"
40474510,"Ward No-10 ",NA,"404745"
40474511,"Ward No-11 ",NA,"404745"
40474512,"Ward No-12 ",NA,"404745"
40474513,"Ward No-13 ",NA,"404745"
40474514,"Ward No-14 ",NA,"404745"
40474515,"Ward No-15 ",NA,"404745"
40474802,"Ward No-02 (Part) ",NA,"404748"
40474819,"Atra Gilatala Union ",4330,"404748"
40474875,"Jugipole Union ",NA,"404748"
40474898,"Gilatala Cantt. ",NA,"404748"
40475121,"Ward No-21 ",NA,"404751"
40475122,"Ward No-22 ",NA,"404751"
40475123,"Ward No-23 ",NA,"404751"
40475124,"Ward No-24 ",NA,"404751"
40475127,"Ward No-27 ",NA,"404751"
40475128,"Ward No-28 ",NA,"404751"
40475129,"Ward No-29 ",NA,"404751"
40475130,"Ward No-30 ",NA,"404751"
40475131,"Ward No-31 ",NA,"404751"
40475310,"Amadi Union ",10347,"404753"
40475311,"Bagali Union ",12050,"404753"
40475322,"Dakshin Bedkashi Union ",110452,"404753"
40475355,"Koyra Union ",152548,"404753"
40475372,"Maharajpur Union ",193298,"404753"
40475378,"Maheshwaripur Union ",231793,"404753"
40475394,"Uttar Bedkashi Union ",102548,"404753"
40476401,"Ward No-01 ",NA,"404764"
40476402,"Ward No-02 ",NA,"404764"
40476403,"Ward No-03 ",NA,"404764"
40476404,"Ward No-04 ",NA,"404764"
40476405,"Ward No-05 ",NA,"404764"
40476406,"Ward No-06 ",NA,"404764"
40476407,"Ward No-07 ",NA,"404764"
40476408,"Ward No-08 ",NA,"404764"
40476409,"Ward No-09 ",NA,"404764"
40476416,"Chandkhali Union ",10307,"404764"
40476427,"Deluti Union ",13083,"404764"
40476433,"Gadaipur Union ",5120,"404764"
40476439,"Garuikhali Union ",10475,"404764"
40476444,"Haridhali Union ",4777,"404764"
40476450,"Kapilmuni Union ",9364,"404764"
40476461,"Laskar Union ",10321,"404764"
40476467,"Lata Union ",11701,"404764"
40476483,"Raruli Union ",6016,"404764"
40476489,"Sholadana Union ",12325,"404764"
40476938,"Damodar Union ",5278,"404769"
40476957,"Jamira Union ",4971,"404769"
40476976,"Phultala Union ",3790,"404769"
40477513,"Aijganti Union ",2383,"404775"
40477527,"Ghatbhogh Union ",12652,"404775"
40477554,"Naihati Union ",6713,"404775"
40477567,"Sreefaltala Union ",3870,"404775"
40477581,"T. S. Bahirdia Union ",4086,"404775"
40478516,"Ward No-16 ",NA,"404785"
40478517,"Ward No-17 ",NA,"404785"
40478518,"Ward No-18 ",NA,"404785"
40478519,"Ward No-19 ",NA,"404785"
40478520,"Ward No-20 ",NA,"404785"
40478525,"Ward No-25 ",NA,"404785"
40478526,"Ward No-26 ",NA,"404785"
40479413,"Ajugara Union ",8472,"404794"
40479427,"Barasat Union ",10434,"404794"
40479440,"Madhupur Union ",6889,"404794"
40479454,"Sachiadah Union ",9054,"404794"
40479467,"Sagladah Union ",6050,"404794"
40479481,"Terokhada Union ",5536,"404794"
40501501,"Ward No-01 ",0,"405015"
40501502,"Ward No-02 ",0,"405015"
40501503,"Ward No-03 ",0,"405015"
40501504,"Ward No-04 ",0,"405015"
40501505,"Ward No-05 ",0,"405015"
40501506,"Ward No-06 ",0,"405015"
40501507,"Ward No-07 ",0,"405015"
40501508,"Ward No-08 ",0,"405015"
40501509,"Ward No-09 ",0,"405015"
40501513,"Bahadurpur Union ",4179,"405015"
40501527,"Bahir Char Union ",6399,"405015"
40501540,"Chandgram Union ",2506,"405015"
40501554,"Dharampur Union ",5250,"405015"
40501567,"Juniadaha Union ",8565,"405015"
40501581,"Mokarimpur Union ",10098,"405015"
40503911,"Adabaria Union ",9152,"405039"
40503913,"Aria Union ",8124,"405039"
40503920,"Boalia Union ",6443,"405039"
40503927,"Chilmari Union ",13052,"405039"
40503933,"Daulatpur Union ",8158,"405039"
40503940,"Hogalbaria Union ",7653,"405039"
40503947,"Khalishakundi Union ",5324,"405039"
40503954,"Maricha Union ",9336,"405039"
40503961,"Mathurapur Union ",6422,"405039"
40503967,"Pearpur Union ",7626,"405039"
40503974,"Philipnagar Union ",5952,"405039"
40503981,"Prayagpur Union ",8232,"405039"
40503988,"Ramkrishnapur Union ",12360,"405039"
40503994,"Refayetpur Union ",7993,"405039"
40506301,"Ward No-01 ",0,"405063"
40506302,"Ward No-02 ",0,"405063"
40506303,"Ward No-03 ",0,"405063"
40506304,"Ward No-04 ",0,"405063"
40506305,"Ward No-05 ",0,"405063"
40506306,"Ward No-06 ",0,"405063"
40506307,"Ward No-07 ",0,"405063"
40506308,"Ward No-08 ",0,"405063"
40506309,"Ward No-09 ",0,"405063"
40506317,"Ambaria Union ",1857,"405063"
40506325,"Betbaria Union ",3110,"405063"
40506331,"Gopagram Union ",1592,"405063"
40506337,"Janipur Union ",3444,"405063"
40506343,"Jayanti Hajra Union ",3512,"405063"
40506347,"Khoksa Union ",889,"405063"
40506357,"Osmanpur Union ",3586,"405063"
40506371,"Samaspur Union ",2512,"405063"
40506377,"Shimulia Union ",3804,"405063"
40507101,"Ward No-01 ",0,"405071"
40507102,"Ward No-02 ",0,"405071"
40507103,"Ward No-03 ",0,"405071"
40507104,"Ward No-04 ",0,"405071"
40507105,"Ward No-05 ",0,"405071"
40507106,"Ward No-06 ",0,"405071"
40507107,"Ward No-07 ",0,"405071"
40507108,"Ward No-08 ",0,"405071"
40507109,"Ward No-09 ",0,"405071"
40507116,"Bagulat Union ",5801,"405071"
40507117,"Chandpur Union ",6774,"405071"
40507125,"Chapra Union ",5806,"405071"
40507134,"Jadu Boyra Union ",5519,"405071"
40507143,"Jagannathpur Union ",3639,"405071"
40507151,"Kaya Union ",4842,"405071"
40507169,"Nandalalpur Union ",6214,"405071"
40507177,"Panti Union ",5832,"405071"
40507186,"Sadaki Union ",4966,"405071"
40507190,"Sadipur Union ",5669,"405071"
40507194,"Shelaidaha Union ",6142,"405071"
40507901,"Ward No-01 ",0,"405079"
40507902,"Ward No-02 ",0,"405079"
40507903,"Ward No-03 ",0,"405079"
40507904,"Ward No-04 ",0,"405079"
40507905,"Ward No-05 ",0,"405079"
40507906,"Ward No-06 ",0,"405079"
40507907,"Ward No-07 ",0,"405079"
40507908,"Ward No-08 ",0,"405079"
40507909,"Ward No-09 ",0,"405079"
40507910,"Ward No-10 ",0,"405079"
40507911,"Ward No-11 ",0,"405079"
40507912,"Ward No-12 ",0,"405079"
40507916,"Abdulpur Union ",6202,"405079"
40507917,"Ailchara Union ",5307,"405079"
40507918,"Alampur Union ",6650,"405079"
40507925,"Barakhada Union ",4200,"405079"
40507931,"Gosind Durgapur Union ",5544,"405079"
40507937,"Harinarayanpur Union ",3804,"405079"
40507944,"Hatas Haripur Union ",8501,"405079"
40507950,"Battail Union ",5173,"405079"
40507956,"Jiarakhi Union ",5732,"405079"
40507963,"Jhaudia Union ",6602,"405079"
40507975,"Mazampur Union ",2835,"405079"
40507982,"Manohardia Union ",5243,"405079"
40507988,"Paitkabari Union ",4224,"405079"
40507994,"Ujangram Union ",5292,"405079"
40509401,"Ward No-01 ",0,"405094"
40509402,"Ward No-02 ",0,"405094"
40509403,"Ward No-03 ",0,"405094"
40509404,"Ward No-04 ",0,"405094"
40509405,"Ward No-05 ",0,"405094"
40509406,"Ward No-06 ",0,"405094"
40509407,"Ward No-07 ",0,"405094"
40509408,"Ward No-08 ",0,"405094"
40509409,"Ward No-09 ",0,"405094"
40509413,"Ambaria Union ",4856,"405094"
40509414,"Amla Union ",6736,"405094"
40509421,"Bahalbaria Union ",4821,"405094"
40509429,"Barui Para Union ",7718,"405094"
40509436,"Chhatian Union ",6292,"405094"
40509443,"Chithulia Union ",2330,"405094"
40509458,"Kursha Union ",5661,"405094"
40509465,"Malihad Union ",7518,"405094"
40509473,"Fulbaria Union ",2888,"405094"
40509480,"Poradaha Union ",6973,"405094"
40509487,"Sardarpur Union ",7406,"405094"
40509494,"Talbaria Union ",5447,"405094"
40555701,"Ward No-01 ",NA,"405557"
40555702,"Ward No-02 ",NA,"405557"
40555703,"Ward No-03 ",NA,"405557"
40555704,"Ward No-04 ",NA,"405557"
40555705,"Ward No-05 ",NA,"405557"
40555706,"Ward No-06 ",NA,"405557"
40555707,"Ward No-07 ",NA,"405557"
40555708,"Ward No-08 ",NA,"405557"
40555709,"Ward No-09 ",NA,"405557"
40555721,"Atharakhada Union ",8050,"405557"
40555723,"Birail Palita Union ",6821,"405557"
40555725,"Bagia Union ",3951,"405557"
40555727,"Chaulia Union ",6772,"405557"
40555733,"Gopalgram Union ",3841,"405557"
40555740,"Hazipur Union ",10136,"405557"
40555747,"Hazrapur Union ",5793,"405557"
40555754,"Jagdal Union ",7743,"405557"
40555761,"Kasundi Union ",3030,"405557"
40555767,"Kuchiamora Union ",8831,"405557"
40555774,"Maghi Union ",9185,"405557"
40555788,"Raghab Dair Union ",9738,"405557"
40555794,"Satrujitpur Union ",4491,"405557"
40556610,"Babukhali Union ",8482,"405566"
40556621,"Balidia Union ",7447,"405566"
40556631,"Binodepur Union ",7262,"405566"
40556642,"Digha Union ",5398,"405566"
40556652,"Mohammadpur Union ",6158,"405566"
40556663,"Nahata Union ",8822,"405566"
40556673,"Palashbaria Union ",8306,"405566"
40556684,"Rajapur Union ",5874,"405566"
40558511,"Arpara Union ",4620,"405585"
40558523,"Bunagati Union ",5627,"405585"
40558535,"Dhaneshwargati Union ",10584,"405585"
40558547,"Gangarampur Union ",7107,"405585"
40558559,"Shalikha Union ",5700,"405585"
40558571,"Shatakhali Union ",9685,"405585"
40558583,"Talkhari Union ",11380,"405585"
40559510,"Amalsar Union ",6418,"405595"
40559521,"Dariapur Union ",4217,"405595"
40559531,"Gayeshpur Union ",5142,"405595"
40559542,"Kadir Para Union ",3767,"405595"
40559552,"Nakol Union ",4763,"405595"
40559563,"Sabdalpur Union ",6095,"405595"
40559573,"Sreekol Union ",7719,"405595"
40559584,"Sreepur Union ",5161,"405595"
40574701,"Ward No-01 ",NA,"405747"
40574702,"Ward No-02 ",NA,"405747"
40574703,"Ward No-03 ",NA,"405747"
40574704,"Ward No-04 ",NA,"405747"
40574705,"Ward No-05 ",NA,"405747"
40574706,"Ward No-06 ",NA,"405747"
40574707,"Ward No-07 ",NA,"405747"
40574708,"Ward No-08 ",NA,"405747"
40574709,"Ward No-09 ",NA,"405747"
40574710,"Bamandi Union ",7505,"405747"
40574721,"Dhankhola Union ",14331,"405747"
40574742,"Kathuli Union ",8211,"405747"
40574752,"Kazipur Union ",13580,"405747"
40574763,"Matmura Union ",11720,"405747"
40574769,"Roypur Union ",7096,"405747"
40574773,"Shaharbati Union ",6934,"405747"
40574784,"Shola Taka Union ",7998,"405747"
40574794,"Tentulbaria Union ",8387,"405747"
40576028,"Bagoan Union ",10701,"405760"
40576047,"Dariapur Union ",5953,"405760"
40576076,"Mahajanpur Union ",6348,"405760"
40576085,"Monakhali Union ",4552,"405760"
40578701,"Ward No-01 ",NA,"405787"
40578702,"Ward No-02 ",NA,"405787"
40578703,"Ward No-03 ",NA,"405787"
40578704,"Ward No-04 ",NA,"405787"
40578705,"Ward No-05 ",NA,"405787"
40578706,"Ward No-06 ",NA,"405787"
40578707,"Ward No-07 ",NA,"405787"
40578708,"Ward No-08 ",NA,"405787"
40578709,"Ward No-09 ",NA,"405787"
40578714,"Amda Union ",8116,"405787"
40578719,"Amjhupi Union ",15455,"405787"
40578738,"Buripota Union ",10123,"405787"
40578757,"Kutubpur Union ",16706,"405787"
40578795,"Pirojpur Union ",13911,"405787"
40652801,"Ward No-01 ",NA,"406528"
40652802,"Ward No-02 ",NA,"406528"
40652803,"Ward No-03 ",NA,"406528"
40652804,"Ward No-04 ",NA,"406528"
40652805,"Ward No-05 ",NA,"406528"
40652806,"Ward No-06 ",NA,"406528"
40652807,"Ward No-07 ",NA,"406528"
40652808,"Ward No-08 ",NA,"406528"
40652809,"Ward No-09 ",NA,"406528"
40652813,"Babra Hachla Union ",3402,"406528"
40652814,"Boranal Eliasabad Union ",3280,"406528"
40652815,"Bauisena Union ",6868,"406528"
40652823,"Hamidpur Union ",6638,"406528"
40652831,"Chanchari Union ",5146,"406528"
40652839,"Joynagar Union ",5635,"406528"
40652847,"Kalabaria Union ",6190,"406528"
40652863,"Khasial Union ",4662,"406528"
40652871,"Mauli Union ",4799,"406528"
40652879,"Pahardanga Union ",3943,"406528"
40652887,"Peruli Union ",8175,"406528"
40652894,"Purulia Union ",6716,"406528"
40652895,"Salamabad Union ",4621,"406528"
40655201,"Ward No-01 ",NA,"406552"
40655202,"Ward No-02 ",NA,"406552"
40655203,"Ward No-03 ",NA,"406552"
40655204,"Ward No-04 ",NA,"406552"
40655205,"Ward No-05 ",NA,"406552"
40655206,"Ward No-06 ",NA,"406552"
40655207,"Ward No-07 ",NA,"406552"
40655208,"Ward No-08 ",NA,"406552"
40655209,"Ward No-09 ",NA,"406552"
40655215,"Dighalia Union ",6907,"406552"
40655218,"Itna Union ",7386,"406552"
40655223,"Joypur Union ",4799,"406552"
40655231,"Kashipur Union ",4807,"406552"
40655239,"Kotakul Union ",4125,"406552"
40655247,"Lahuria Union ",7116,"406552"
40655255,"Lakshmipasha Union ",3746,"406552"
40655263,"Lohagara Union ",1415,"406552"
40655271,"Mallikpur Union ",4354,"406552"
40655279,"Naldi Union ",9853,"406552"
40655287,"Noagram Union ",6250,"406552"
40655294,"Shalnagar Union ",5446,"406552"
40657601,"Ward No-01 ",NA,"406576"
40657602,"Ward No-02 ",NA,"406576"
40657603,"Ward No-03 ",NA,"406576"
40657604,"Ward No-04 ",NA,"406576"
40657605,"Ward No-05 ",NA,"406576"
40657606,"Ward No-06 ",NA,"406576"
40657607,"Ward No-07 ",NA,"406576"
40657608,"Ward No-08 ",NA,"406576"
40657609,"Ward No-09 ",NA,"406576"
40657611,"Auria Union ",8013,"406576"
40657613,"Banshgram Union ",9788,"406576"
40657620,"Bhadrabila Union ",6061,"406576"
40657627,"Bichhali Union ",8142,"406576"
40657633,"Chandibarpur Union ",6245,"406576"
40657640,"Habakhali Union ",5984,"406576"
40657647,"Kalora Union ",6984,"406576"
40657654,"Maij Para Union ",6915,"406576"
40657661,"Mulia Union ",2556,"406576"
40657674,"Sahabad Union ",4683,"406576"
40657681,"Shaikhati Union ",9156,"406576"
40657688,"Singasolpur Union ",4698,"406576"
40657694,"Tularampur Union ",8258,"406576"
40870415,"Anulia Union ",7055,"408704"
40870417,"Assasuni Union ",8261,"408704"
40870425,"Baradal Union ",9009,"408704"
40870434,"Budhhata Union ",8286,"408704"
40870443,"Durgapur Union ",5551,"408704"
40870456,"Kadakati Union ",6907,"408704"
40870460,"Khajra Union ",9201,"408704"
40870469,"Kulla Union ",7883,"408704"
40870477,"Pratap Nagar Union ",8371,"408704"
40870486,"Sobhnali Union ",11797,"408704"
40870494,"Sreeula Union ",10297,"408704"
40872515,"Debhata Union ",5304,"408725"
40872531,"Kulia Union ",13463,"408725"
40872547,"Noapara Union ",8626,"408725"
40872563,"Parulia Union ",10828,"408725"
40872579,"Sakhipur Union ",4235,"408725"
40874301,"Ward No-01 ",NA,"408743"
40874302,"Ward No-02 ",NA,"408743"
40874303,"Ward No-03 ",NA,"408743"
40874304,"Ward No-04 ",NA,"408743"
40874305,"Ward No-05 ",NA,"408743"
40874306,"Ward No-06 ",NA,"408743"
40874307,"Ward No-07 ",NA,"408743"
40874308,"Ward No-08 ",NA,"408743"
40874309,"Ward No-09 ",NA,"408743"
40874313,"Chandanpur Union ",6476,"408743"
40874315,"Diara Union ",4961,"408743"
40874323,"Langaljhara Union ",2536,"408743"
40874331,"Helatala Union ",4570,"408743"
40874339,"Jallabad Union ",4565,"408743"
40874347,"Joynagar Union ",4061,"408743"
40874355,"Jogikhali Union ",4464,"408743"
40874363,"Keragachhi Union ",4705,"408743"
40874371,"Keralkata Union ",6007,"408743"
40874379,"Kushadanga Union ",4838,"408743"
40874387,"Kaila Union ",1816,"408743"
40874394,"Sonabaria Union ",4596,"408743"
40874713,"Bhara Simla Union ",5777,"408747"
40874715,"Bishnupur Union ",4335,"408747"
40874723,"Champaphul Union ",7475,"408747"
40874731,"Dakshin Sreepur Union ",4601,"408747"
40874739,"Dhalbaria Union ",8432,"408747"
40874747,"Krishnanagar Union ",5845,"408747"
40874755,"Kushlia Union ",5152,"408747"
40874763,"Mathureshpur Union ",7473,"408747"
40874771,"Mautala Union ",3163,"408747"
40874779,"Nalta Union ",10117,"408747"
40874787,"Ratanpur Union ",7512,"408747"
40874794,"Tarali Union ",7338,"408747"
40878201,"Ward No-01 ",NA,"408782"
40878202,"Ward No-02 ",NA,"408782"
40878203,"Ward No-03 ",NA,"408782"
40878204,"Ward No-04 ",NA,"408782"
